User1,User2,NumClustersUser1,GoodnessOfClusteringUser1,NumClustersUser2,GoodnessOfClusteringUser2,NumClustersCombined,GoodnessOfClusteringCombined,SimilarityScore
0,24,4,0.7668021578607366,11,0.4990213290936922,12,0.6980736932743353,0.08333333333333333
0,25,4,0.7668021578607366,45,0.8257919222994202,46,0.8014313368444579,0.043478260869565216
0,26,4,0.7668021578607366,13,0.8222952238183082,15,0.8344418191555807,0.06666666666666667
0,27,4,0.7668021578607366,3,0.9983520999468246,5,0.9834992390424527,0.2
0,28,4,0.7668021578607366,11,0.674257480316527,12,0.7699064168887574,0.08333333333333333
0,29,4,0.7668021578607366,2,0.9994325722666285,4,0.9854230583587353,0.25
0,30,4,0.7668021578607366,4,0.5886909881187433,5,0.8563840919691073,0.2
0,31,4,0.7668021578607366,5,0.9266795389150171,7,0.7493348489159661,0.14285714285714285
0,32,4,0.7668021578607366,4,0.8795432466758357,5,0.7685786538233379,0.2
0,33,4,0.7668021578607366,1,0.0,4,0.7049241911957135,0.25
0,34,4,0.7668021578607366,2,0.5226177735715251,3,0.9834153674936609,0.3333333333333333
0,35,4,0.7668021578607366,2,0.9998349898904866,5,0.7989835585661522,0.2
0,36,4,0.7668021578607366,20,0.6895455746561561,19,0.7874423276444982,0.05263157894736842
0,37,4,0.7668021578607366,9,0.6574367092893749,10,0.8962132431817847,0.1
0,38,4,0.7668021578607366,10,0.7327967882849962,11,0.7916741662589487,0.09090909090909091
0,39,4,0.7668021578607366,10,0.4485964364265983,10,0.723655003104097,0.1
0,40,4,0.7668021578607366,2,0.8506399817907679,3,0.9867988820143301,0.3333333333333333
0,41,4,0.7668021578607366,17,0.5954588481485105,19,0.6716717674307061,0.05263157894736842
0,42,4,0.7668021578607366,8,0.7211043376117504,10,0.7954768919551526,0.1
0,43,4,0.7668021578607366,3,0.27085680189979183,4,0.9827608701400767,0.25
0,44,4,0.7668021578607366,2,0.999653833174532,5,0.7619895555200156,0.2
0,45,4,0.7668021578607366,2,0.9937036945490824,4,0.9846350370073198,0.25
0,46,4,0.7668021578607366,5,0.83726685695269,7,0.737683033262479,0.14285714285714285
0,47,4,0.7668021578607366,3,0.9899177591259978,6,0.7704005607489063,0.16666666666666666
0,48,4,0.7668021578607366,6,0.8090098070615703,9,0.7675123736919011,0.1111111111111111
0,49,4,0.7668021578607366,0,0.0,4,0.766037485972041,0.25
0,50,4,0.7668021578607366,9,0.6695092035240913,11,0.7708175462378061,0.09090909090909091
0,51,4,0.7668021578607366,20,0.8874901788910757,22,0.8586517951219338,0.045454545454545456
0,52,4,0.7668021578607366,41,0.8345678730076469,42,0.8448923979138505,0.023809523809523808
0,53,4,0.7668021578607366,5,0.9713547888357484,8,0.7699174483217954,0.125
0,54,4,0.7668021578607366,3,0.8530051103698114,4,0.9857085213803336,0.25
0,55,4,0.7668021578607366,6,0.9335485597923806,7,0.7560815149999044,0.14285714285714285
0,56,4,0.7668021578607366,2,0.9995176214025558,5,0.7340205546401255,0.2
0,57,4,0.7668021578607366,2,0.9997239581670945,5,0.7594580078487402,0.2
0,58,4,0.7668021578607366,2,0.9994546784393756,4,0.9865289072717305,0.25
0,59,4,0.7668021578607366,1,0.0,4,0.7550573843009678,0.25
0,60,4,0.7668021578607366,2,0.9999854730313096,5,0.7670496631013697,0.2
0,61,4,0.7668021578607366,6,0.9581445356936842,8,0.9345196864447857,0.125
0,62,4,0.7668021578607366,63,0.8271798998354066,65,0.8142872286648267,0.015384615384615385
0,63,4,0.7668021578607366,8,0.9659253795169614,10,0.973254170012034,0.1
0,64,4,0.7668021578607366,2,0.8539726376175253,5,0.7528630688535943,0.2
0,65,4,0.7668021578607366,6,0.8885264357610877,8,0.7958118263359637,0.25
0,66,4,0.7668021578607366,30,0.7780709243341997,30,0.8186907048074352,0.03333333333333333
0,67,4,0.7668021578607366,48,0.8632437210586947,48,0.8702050302316872,0.041666666666666664
0,68,4,0.7668021578607366,18,0.8374083099763046,20,0.8029934915473538,0.05
0,69,4,0.7668021578607366,7,0.8666496826762468,9,0.8610467360755459,0.1111111111111111
0,70,4,0.7668021578607366,6,0.9501257384092007,9,0.759565168624809,0.1111111111111111
0,71,4,0.7668021578607366,18,0.9109222005708022,18,0.7743368878706912,0.05555555555555555
0,72,4,0.7668021578607366,2,0.9999022780593951,5,0.767907539949181,0.2
0,73,4,0.7668021578607366,4,0.71880648792761,5,0.9353025362183124,0.2
0,74,4,0.7668021578607366,31,0.9232820735047294,32,0.849786043745424,0.03125
0,75,4,0.7668021578607366,6,0.9607744451770852,7,0.755450925823212,0.14285714285714285
0,76,4,0.7668021578607366,2,0.999380828199874,5,0.7405717299114802,0.2
0,77,4,0.7668021578607366,2,0.9997567279947012,5,0.7655097573157585,0.2
0,78,4,0.7668021578607366,9,0.8429763505544836,11,0.7311361906044919,0.09090909090909091
0,79,4,0.7668021578607366,3,0.7831839704705496,5,0.7189359507120501,0.2
0,80,4,0.7668021578607366,2,0.9997490031763774,5,0.7637728126362516,0.2
0,81,4,0.7668021578607366,2,0.7314798670639884,4,0.7532317455240098,0.25
0,82,4,0.7668021578607366,12,0.7189815264676532,14,0.6821549424728148,0.07142857142857142
0,83,4,0.7668021578607366,6,0.8036079246216173,8,0.6988747619136981,0.125
0,84,4,0.7668021578607366,43,0.7372420866450644,43,0.7473498918536036,0.023255813953488372
0,85,4,0.7668021578607366,7,0.8061474802113989,9,0.8087045604101788,0.1111111111111111
0,86,4,0.7668021578607366,2,0.9991942435171184,4,0.9856949688073371,0.25
0,87,4,0.7668021578607366,2,0.9999981647109634,5,0.7711844064216377,0.2
0,88,4,0.7668021578607366,2,0.9996123333405261,5,0.7326580647866389,0.2
0,89,4,0.7668021578607366,24,0.7815363844548986,25,0.7130421434745778,0.04
0,90,4,0.7668021578607366,3,0.8231335478638915,5,0.7643985980508596,0.2
0,91,4,0.7668021578607366,10,0.8261524566418981,12,0.7278833240283306,0.08333333333333333
0,92,4,0.7668021578607366,4,0.5482797916149691,5,0.5676658503789732,0.2
0,93,4,0.7668021578607366,2,0.9998309769659266,5,0.765948312821788,0.2
0,94,4,0.7668021578607366,2,0.999706829482897,5,0.7576894237658034,0.2
0,95,4,0.7668021578607366,3,0.8228824926888376,5,0.732594006766056,0.2
0,96,4,0.7668021578607366,1,0.0,4,0.8041211474162179,0.25
0,97,4,0.7668021578607366,2,0.9999460640661975,5,0.770553795641508,0.2
0,98,4,0.7668021578607366,2,0.9997337477957983,5,0.7651078732436843,0.2
0,99,4,0.7668021578607366,31,0.9099865716993522,31,0.8910451450768975,0.06451612903225806
0,100,4,0.7668021578607366,2,0.999967153852578,5,0.7732369623620381,0.2
0,101,4,0.7668021578607366,9,0.9119171539087806,10,0.8239226653450086,0.1
0,102,4,0.7668021578607366,2,0.9997959916984306,5,0.7600691041461062,0.2
0,103,4,0.7668021578607366,4,0.8977540562913335,7,0.7444056530088684,0.14285714285714285
0,104,4,0.7668021578607366,5,0.8257727247079722,4,0.9896078207471588,0.25
0,105,4,0.7668021578607366,2,0.9994210226841669,4,0.985891183610866,0.25
0,106,4,0.7668021578607366,2,0.9993712875631958,4,0.9857192520089136,0.25
0,107,4,0.7668021578607366,2,0.9999830394468383,5,0.7685370043088365,0.2
0,108,4,0.7668021578607366,6,0.9500869195965853,8,0.7537398667342472,0.125
0,109,4,0.7668021578607366,2,0.9996661004441348,5,0.765551079393402,0.2
0,110,4,0.7668021578607366,6,0.8314018869762251,6,0.6827013950764451,0.16666666666666666
0,111,4,0.7668021578607366,67,0.626940719368287,67,0.738636662335462,0.014925373134328358
0,112,4,0.7668021578607366,4,0.8905965674564428,6,0.87006926843711,0.16666666666666666
0,113,4,0.7668021578607366,2,0.9997980421768164,5,0.7638117776137199,0.2
0,114,4,0.7668021578607366,2,0.9996657202636947,5,0.7463127094235151,0.2
0,115,4,0.7668021578607366,16,0.6828160042961335,19,0.47765649265401317,0.05263157894736842
0,116,4,0.7668021578607366,1,0.0,4,0.7667458821979034,0.25
0,117,4,0.7668021578607366,2,0.9998208075367924,5,0.7678256948666163,0.2
0,118,4,0.7668021578607366,9,0.8596997224822808,13,0.7696827025001644,0.07692307692307693
0,119,4,0.7668021578607366,2,0.9601144799730273,4,0.9124575761890673,0.25
0,120,4,0.7668021578607366,7,0.6887549970488165,11,0.7659372117904607,0.09090909090909091
0,121,4,0.7668021578607366,3,0.964667645146452,6,0.7626375953632119,0.16666666666666666
0,122,4,0.7668021578607366,7,0.8019491385329277,9,0.7099294905386776,0.1111111111111111
0,123,4,0.7668021578607366,4,0.9447071787582048,7,0.7701202938148567,0.14285714285714285
0,124,4,0.7668021578607366,33,0.788674318452532,34,0.7604580796359891,0.029411764705882353
0,125,4,0.7668021578607366,30,0.8461249683836464,31,0.9461683026158135,0.03225806451612903
0,126,4,0.7668021578607366,27,0.7751781715228423,28,0.6784417910690685,0.03571428571428571
0,127,4,0.7668021578607366,27,0.9015299145903648,30,0.7731626923615674,0.03333333333333333
0,128,4,0.7668021578607366,229,0.712714995911849,229,0.7166219437057685,0.008733624454148471
0,129,4,0.7668021578607366,6,0.90140738249822,8,0.9534086425938985,0.125
0,130,4,0.7668021578607366,2,0.9995994214707743,4,0.9868388103863244,0.25
0,131,4,0.7668021578607366,2,0.9991354388310647,4,0.98574332746673,0.25
0,132,4,0.7668021578607366,4,0.9363904509520153,8,0.7742601516295693,0.125
0,133,4,0.7668021578607366,5,0.8920114365503861,8,0.7696220873661018,0.125
0,134,4,0.7668021578607366,7,0.8189237439545131,9,0.7399997447714981,0.1111111111111111
0,135,4,0.7668021578607366,22,0.9739675288897567,24,0.9229289259571403,0.041666666666666664
0,136,4,0.7668021578607366,2,0.830282137621905,4,0.7656563535557206,0.25
0,137,4,0.7668021578607366,21,0.9645237793779048,23,0.8676049572639799,0.043478260869565216
0,138,4,0.7668021578607366,2,0.9995401909506365,5,0.7612466613623777,0.2
0,139,4,0.7668021578607366,7,0.9485893980377489,8,0.8624823156551513,0.125
0,140,4,0.7668021578607366,80,0.7247110332770493,81,0.8166225242028768,0.012345679012345678
0,141,4,0.7668021578607366,3,0.8726255797135963,6,0.7531046822370665,0.16666666666666666
0,142,4,0.7668021578607366,28,0.7098392431583039,28,0.8026217083836028,0.03571428571428571
0,143,4,0.7668021578607366,1,0.0,4,0.7642688079485953,0.25
0,144,4,0.7668021578607366,228,0.7168856493088444,227,0.7591683481654371,0.00881057268722467
0,145,4,0.7668021578607366,2,0.9997973555180147,4,0.985982771756638,0.25
0,146,4,0.7668021578607366,2,0.9999520838144959,5,0.7644187926790149,0.2
0,147,4,0.7668021578607366,2,0.9998468341292467,4,0.988918647535027,0.25
0,148,4,0.7668021578607366,13,0.9108827276086805,14,0.9349167742220365,0.07142857142857142
0,149,4,0.7668021578607366,5,0.788498557160665,7,0.7605217625905779,0.14285714285714285
0,150,4,0.7668021578607366,2,0.9997001413105844,5,0.757502736562664,0.2
0,151,4,0.7668021578607366,1,0.0,4,0.7654427309181001,0.25
0,152,4,0.7668021578607366,2,0.9998819309606569,5,0.7681913579563592,0.2
0,153,4,0.7668021578607366,124,0.7922794924153845,125,0.7685882427492989,0.016
0,154,4,0.7668021578607366,3,0.9844726901849049,6,0.7853451635779292,0.16666666666666666
0,155,4,0.7668021578607366,2,0.999339806198016,5,0.6722325796756238,0.2
0,156,4,0.7668021578607366,3,0.5846799191162039,6,0.7536865318077588,0.16666666666666666
0,157,4,0.7668021578607366,9,0.925020853341678,11,0.9254513094104464,0.09090909090909091
0,158,4,0.7668021578607366,3,0.999102043830078,5,0.7700026056204619,0.4
0,159,4,0.7668021578607366,11,0.9683132863468037,13,0.9413751775326342,0.07692307692307693
0,160,4,0.7668021578607366,1,0.0,5,0.7704349536794206,0.2
0,161,4,0.7668021578607366,2,0.9998660362310756,5,0.7620544695641767,0.2
0,162,4,0.7668021578607366,5,0.964841213781983,7,0.7670845483329631,0.14285714285714285
0,163,4,0.7668021578607366,116,0.7854296266250576,116,0.7502510016404178,0.017241379310344827
0,164,4,0.7668021578607366,2,0.9998585052101775,5,0.7672460851530793,0.2
0,165,4,0.7668021578607366,1,0.0,4,0.7610210334403257,0.25
0,166,4,0.7668021578607366,2,0.9999658211714767,5,0.7697743518911204,0.2
0,167,4,0.7668021578607366,29,0.7876684129798973,29,0.7251568749436066,0.034482758620689655
0,168,4,0.7668021578607366,33,0.7154299246916226,34,0.8462122947487071,0.029411764705882353
0,169,4,0.7668021578607366,2,0.9996530753781784,5,0.7462535130155545,0.2
0,170,4,0.7668021578607366,2,0.9998943030365502,5,0.7695227912751781,0.2
0,171,4,0.7668021578607366,2,0.9998694738229906,5,0.7672662140758065,0.2
0,172,4,0.7668021578607366,21,0.8683288739228474,24,0.7726624287531653,0.041666666666666664
0,173,4,0.7668021578607366,2,0.9996639601440199,4,0.9859232840732643,0.25
0,174,4,0.7668021578607366,7,0.9062826402889353,8,0.8410108187845756,0.125
0,175,4,0.7668021578607366,4,0.8092995830192642,6,0.764780762784309,0.16666666666666666
0,176,4,0.7668021578607366,4,0.9820416255590783,7,0.765919061792543,0.14285714285714285
0,177,4,0.7668021578607366,1,0.0,4,0.766370194432341,0.25
0,178,4,0.7668021578607366,1,0.0,4,0.7668069330254389,0.25
0,179,4,0.7668021578607366,1,0.0,3,0.9879846181172199,0.3333333333333333
0,180,4,0.7668021578607366,17,0.9774192150372689,19,0.7719130607220988,0.05263157894736842
0,181,4,0.7668021578607366,3,0.9934652064627694,5,0.9802478364540511,0.2
1,2,1,0.0,10,0.8470513471036494,10,0.8021772402378538,0.1
1,3,1,0.0,39,0.8347318907080538,39,0.8391434555705086,0.02564102564102564
1,4,1,0.0,14,0.8446965546403395,14,0.8362257686175715,0.07142857142857142
1,5,1,0.0,4,0.9022613944776743,3,0.9938848460924328,0.3333333333333333
1,6,1,0.0,6,0.8728271128226047,5,0.8466288950094174,0.2
1,7,1,0.0,5,0.8431777823829427,5,0.8543476132134475,0.2
1,8,1,0.0,2,0.999787531855549,2,0.9996670000329421,0.5
1,9,1,0.0,1,0.0,1,,1.0
1,10,1,0.0,312,0.4749598475308204,312,0.48393602611085484,0.003205128205128205
1,11,1,0.0,3,0.8572417854160845,3,0.7905414032969978,0.3333333333333333
1,12,1,0.0,50,0.8850349814119144,49,0.8887216944616307,0.02040816326530612
1,13,1,0.0,7,0.912655234974184,7,0.7992469232767504,0.14285714285714285
1,14,1,0.0,3,0.7800478286973942,3,0.7977295416753982,0.3333333333333333
1,15,1,0.0,2,0.9995296053122266,2,0.9995894611492967,0.5
1,16,1,0.0,2,0.9994420932582985,2,0.999522329111834,0.5
1,17,1,0.0,9,0.7981650282154593,9,0.8001951666279608,0.1111111111111111
1,18,1,0.0,9,0.7550408741525914,8,0.6235469055384225,0.125
1,19,1,0.0,4,0.8906732495037422,4,0.7487681562330606,0.25
1,20,1,0.0,2,0.9468289919364956,2,0.9231118757025331,0.5
1,21,1,0.0,16,0.8640042715941939,16,0.8923673105552105,0.0625
1,22,1,0.0,3,0.8753120924378571,3,0.8797486562164658,0.3333333333333333
1,23,1,0.0,35,0.9514894276934073,35,0.9662488822611002,0.02857142857142857
1,24,1,0.0,11,0.4990213290936922,11,0.6169293043548626,0.09090909090909091
1,25,1,0.0,45,0.8257919222994202,45,0.8267456201787595,0.022222222222222223
1,26,1,0.0,13,0.8222952238183082,13,0.8539420296430864,0.07692307692307693
1,27,1,0.0,3,0.9983520999468246,3,0.9942953717462416,0.3333333333333333
1,28,1,0.0,11,0.674257480316527,11,0.6329956771135693,0.09090909090909091
1,29,1,0.0,2,0.9994325722666285,2,0.9993032850033775,0.5
1,30,1,0.0,4,0.5886909881187433,4,0.6199147001450869,0.25
1,31,1,0.0,5,0.9266795389150171,4,0.9093074355423245,0.25
1,32,1,0.0,4,0.8795432466758357,3,0.8822873264911999,0.3333333333333333
1,33,1,0.0,1,0.0,1,,1.0
1,34,1,0.0,2,0.5226177735715251,2,0.5980313638727969,0.5
1,35,1,0.0,2,0.9998349898904866,2,0.9997633459370454,0.5
1,36,1,0.0,20,0.6895455746561561,20,0.6896055499718291,0.05
1,37,1,0.0,9,0.6574367092893749,9,0.6941776569068964,0.1111111111111111
1,38,1,0.0,10,0.7327967882849962,10,0.7325852186731513,0.1
1,39,1,0.0,10,0.4485964364265983,10,0.5104255819517324,0.1
1,40,1,0.0,2,0.8506399817907679,2,0.7634804975476213,0.5
1,41,1,0.0,17,0.5954588481485105,17,0.6310842133338933,0.058823529411764705
1,42,1,0.0,8,0.7211043376117504,8,0.7589473368382,0.125
1,43,1,0.0,3,0.27085680189979183,3,0.46318440550882417,0.3333333333333333
1,44,1,0.0,2,0.999653833174532,2,0.9996393129307419,0.5
1,45,1,0.0,2,0.9937036945490824,2,0.994484513877294,0.5
1,46,1,0.0,5,0.83726685695269,5,0.8453357861526247,0.2
1,47,1,0.0,3,0.9899177591259978,3,0.9675280544353415,0.3333333333333333
1,48,1,0.0,6,0.8090098070615703,6,0.9405152906199168,0.16666666666666666
1,49,1,0.0,0,0.0,1,,1.0
1,50,1,0.0,9,0.6695092035240913,9,0.7479539100938033,0.1111111111111111
1,51,1,0.0,20,0.8874901788910757,20,0.8877377792525888,0.05
1,52,1,0.0,41,0.8345678730076469,41,0.828413960415372,0.024390243902439025
1,53,1,0.0,5,0.9713547888357484,5,0.9843882860935074,0.2
1,54,1,0.0,3,0.8530051103698114,2,0.9996283749997116,0.5
1,55,1,0.0,6,0.9335485597923806,5,0.8799570069095703,0.2
1,56,1,0.0,2,0.9995176214025558,2,0.9995893772513567,0.5
1,57,1,0.0,2,0.9997239581670945,2,0.9996356494139358,0.5
1,58,1,0.0,2,0.9994546784393756,2,0.9995957785004173,0.5
1,59,1,0.0,1,0.0,1,,1.0
1,60,1,0.0,2,0.9999854730313096,2,0.9996770977200891,0.5
1,61,1,0.0,6,0.9581445356936842,6,0.9606126571236987,0.16666666666666666
1,62,1,0.0,63,0.8271798998354066,63,0.830652152495153,0.015873015873015872
1,63,1,0.0,8,0.9659253795169614,8,0.982580536729649,0.125
1,64,1,0.0,2,0.8539726376175253,2,0.8600208370223575,0.5
1,65,1,0.0,6,0.8885264357610877,5,0.9668864402550911,0.2
1,66,1,0.0,30,0.7780709243341997,30,0.7338506485494488,0.03333333333333333
1,67,1,0.0,48,0.8632437210586947,48,0.877733642019027,0.020833333333333332
1,68,1,0.0,18,0.8374083099763046,18,0.8208816525695947,0.05555555555555555
1,69,1,0.0,7,0.8666496826762468,7,0.911453138896203,0.14285714285714285
1,70,1,0.0,6,0.9501257384092007,6,0.9369636656222639,0.16666666666666666
1,71,1,0.0,18,0.9109222005708022,18,0.8449347333138066,0.05555555555555555
1,72,1,0.0,2,0.9999022780593951,2,0.9996795695387602,0.5
1,73,1,0.0,4,0.71880648792761,4,0.7370538357461922,0.25
1,74,1,0.0,31,0.9232820735047294,31,0.8584174156752367,0.03225806451612903
1,75,1,0.0,6,0.9607744451770852,5,0.8730747310912179,0.2
1,76,1,0.0,2,0.999380828199874,2,0.9995096739541364,0.5
1,77,1,0.0,2,0.9997567279947012,2,0.999670265945003,0.5
1,78,1,0.0,9,0.8429763505544836,8,0.817235586627442,0.125
1,79,1,0.0,3,0.7831839704705496,3,0.7694429230134201,0.3333333333333333
1,80,1,0.0,2,0.9997490031763774,2,0.999655999690271,0.5
1,81,1,0.0,2,0.7314798670639884,2,0.7855363926423933,0.5
1,82,1,0.0,12,0.7189815264676532,12,0.7078324298719718,0.08333333333333333
1,83,1,0.0,6,0.8036079246216173,6,0.8180292834534933,0.16666666666666666
1,84,1,0.0,43,0.7372420866450644,42,0.7149764751517124,0.023809523809523808
1,85,1,0.0,7,0.8061474802113989,7,0.8123041891065211,0.14285714285714285
1,86,1,0.0,2,0.9991942435171184,2,0.9995894298086982,0.5
1,87,1,0.0,2,0.9999981647109634,2,0.9996928945563365,0.5
1,88,1,0.0,2,0.9996123333405261,2,0.9995679279519443,0.5
1,89,1,0.0,24,0.7815363844548986,23,0.7926376766390079,0.043478260869565216
1,90,1,0.0,3,0.8231335478638915,2,0.9996630031838507,0.5
1,91,1,0.0,10,0.8261524566418981,10,0.8115718428726721,0.1
1,92,1,0.0,4,0.5482797916149691,3,0.7623683481195535,0.3333333333333333
1,93,1,0.0,2,0.9998309769659266,2,0.9996772866798624,0.5
1,94,1,0.0,2,0.999706829482897,2,0.9996295450482161,0.5
1,95,1,0.0,3,0.8228824926888376,3,0.821625984156251,0.3333333333333333
1,96,1,0.0,1,0.0,1,,1.0
1,97,1,0.0,2,0.9999460640661975,2,0.9997034081896229,0.5
1,98,1,0.0,2,0.9997337477957983,2,0.9996702630072402,0.5
1,99,1,0.0,31,0.9099865716993522,31,0.8032062095958932,0.03225806451612903
1,100,1,0.0,2,0.999967153852578,2,0.9997017417575611,0.5
1,101,1,0.0,9,0.9119171539087806,9,0.853590224675266,0.1111111111111111
1,102,1,0.0,2,0.9997959916984306,2,0.999678199945901,0.5
1,103,1,0.0,4,0.8977540562913335,4,0.8577661016823316,0.25
1,104,1,0.0,5,0.8257727247079722,5,0.80374411237396,0.2
1,105,1,0.0,2,0.9994210226841669,2,0.9996102436086529,0.5
1,106,1,0.0,2,0.9993712875631958,2,0.9996130925606165,0.5
1,107,1,0.0,2,0.9999830394468383,2,0.9996824169528408,0.5
1,108,1,0.0,6,0.9500869195965853,6,0.8560336598767956,0.16666666666666666
1,109,1,0.0,2,0.9996661004441348,2,0.9996666208200178,0.5
1,110,1,0.0,6,0.8314018869762251,5,0.8213474158886537,0.2
1,111,1,0.0,67,0.626940719368287,66,0.7169049296133256,0.015151515151515152
1,112,1,0.0,4,0.8905965674564428,4,0.8830264177528413,0.25
1,113,1,0.0,2,0.9997980421768164,2,0.9996325377257377,0.5
1,114,1,0.0,2,0.9996657202636947,2,0.9996326796934087,0.5
1,115,1,0.0,16,0.6828160042961335,16,0.6857877419148571,0.0625
1,116,1,0.0,1,0.0,1,,1.0
1,117,1,0.0,2,0.9998208075367924,2,0.9996740249454357,0.5
1,118,1,0.0,9,0.8596997224822808,10,0.9843424814395113,0.1
1,119,1,0.0,2,0.9601144799730273,2,0.9114969272771022,0.5
1,120,1,0.0,7,0.6887549970488165,8,0.9501684251301773,0.125
1,121,1,0.0,3,0.964667645146452,3,0.9641758208064889,0.3333333333333333
1,122,1,0.0,7,0.8019491385329277,6,0.8485843164881609,0.16666666666666666
1,123,1,0.0,4,0.9447071787582048,4,0.9928905625093508,0.25
1,124,1,0.0,33,0.788674318452532,32,0.8482606071446775,0.03125
1,125,1,0.0,30,0.8461249683836464,30,0.8245197148037595,0.03333333333333333
1,126,1,0.0,27,0.7751781715228423,27,0.7827854289746463,0.037037037037037035
1,127,1,0.0,27,0.9015299145903648,27,0.9612509418514108,0.037037037037037035
1,128,1,0.0,229,0.712714995911849,229,0.7187782677687276,0.004366812227074236
1,129,1,0.0,6,0.90140738249822,6,0.9636735668100925,0.16666666666666666
1,130,1,0.0,2,0.9995994214707743,2,0.9996245821607506,0.5
1,131,1,0.0,2,0.9991354388310647,2,0.9994161188383212,0.5
1,132,1,0.0,4,0.9363904509520153,5,0.9894166235102531,0.2
1,133,1,0.0,5,0.8920114365503861,5,0.987189424995194,0.2
1,134,1,0.0,7,0.8189237439545131,7,0.8159328213387372,0.14285714285714285
1,135,1,0.0,22,0.9739675288897567,22,0.9431781660716543,0.045454545454545456
1,136,1,0.0,2,0.830282137621905,1,,1.0
1,137,1,0.0,21,0.9645237793779048,21,0.9123543071628942,0.047619047619047616
1,138,1,0.0,2,0.9995401909506365,2,0.9996352683092485,0.5
1,139,1,0.0,7,0.9485893980377489,7,0.8659322535480559,0.14285714285714285
1,140,1,0.0,80,0.7247110332770493,80,0.6916343272338336,0.0125
1,141,1,0.0,3,0.8726255797135963,3,0.8679205423437613,0.3333333333333333
1,142,1,0.0,28,0.7098392431583039,28,0.7137177317437933,0.03571428571428571
1,143,1,0.0,1,0.0,1,,1.0
1,144,1,0.0,228,0.7168856493088444,228,0.692939121086476,0.0043859649122807015
1,145,1,0.0,2,0.9997973555180147,2,0.9996700106186416,0.5
1,146,1,0.0,2,0.9999520838144959,2,0.9996743080661811,0.5
1,147,1,0.0,2,0.9998468341292467,2,0.9997152255819882,0.5
1,148,1,0.0,13,0.9108827276086805,13,0.854731295641953,0.07692307692307693
1,149,1,0.0,5,0.788498557160665,4,0.9270036082510386,0.25
1,150,1,0.0,2,0.9997001413105844,2,0.9996275573265618,0.5
1,151,1,0.0,1,0.0,1,,1.0
1,152,1,0.0,2,0.9998819309606569,2,0.9996801833800605,0.5
1,153,1,0.0,124,0.7922794924153845,124,0.782699807303061,0.008064516129032258
1,154,1,0.0,3,0.9844726901849049,3,0.9706298578618712,0.3333333333333333
1,155,1,0.0,2,0.999339806198016,2,0.9993712845823112,0.5
1,156,1,0.0,3,0.5846799191162039,3,0.8166221654624555,0.3333333333333333
1,157,1,0.0,9,0.925020853341678,9,0.9501145366267708,0.1111111111111111
1,158,1,0.0,3,0.999102043830078,3,0.9962527597537164,0.3333333333333333
1,159,1,0.0,11,0.9683132863468037,11,0.9594756374810962,0.09090909090909091
1,160,1,0.0,1,0.0,2,0.9986106629745934,0.5
1,161,1,0.0,2,0.9998660362310756,2,0.9996698609348849,0.5
1,162,1,0.0,5,0.964841213781983,4,0.8734764557086226,0.25
1,163,1,0.0,116,0.7854296266250576,116,0.7727910386851281,0.008620689655172414
1,164,1,0.0,2,0.9998585052101775,2,0.9996809769283657,0.5
1,165,1,0.0,1,0.0,1,,1.0
1,166,1,0.0,2,0.9999658211714767,2,0.9996868434751788,0.5
